sebi_id,name,reg_no,category,contact_person,email,telephone,fax,website,domain,pincode,city,state,address,correspondence_address,validity,sebi_type
11,Abakkus Asset Manager Private Limited,INA000015729,,Merlin Nadar,merlin.nadar@abakkusinvest.com,0917039820098,0917039820098,,,400055,Mumbai,Maharashtra,"6th Floor,Param House,Shanti Nagar,Santacruz Chembur Link Road, Santacruz East, MUMBAI, MAHARASHTRA, 400055","6th Floor,Param House,Shanti Nagar,Santacruz Chembur Link Road, Santacruz East, MUMBAI, MAHARASHTRA, 400055","Feb 03, 2021 - Perpetual",investment-advisers
12,Abhijit Talukdar,INA000006703,,Abhijit Talukdar,abhijit.talukdar@attainix.com,919324291687,919324291687,,,400078,Mumbai,Maharashtra,"A602, Magnolia Enclave, Nahar Amrit Shakti, Chandivali, MUMBAI, MAHARASHTRA, 400072","E-404, Ivy building, Mahindra Splendour, LBS road, Bhandup (West), MUMBAI, MAHARASHTRA, 400078","Nov 29, 2016 - Perpetual",investment-advisers
13,Abhishek Goel proprietor Primedin Investment Adviser,INA000018258,,Abhishek Goel,abhi@finexadvisors.in,918800572090,,,,201309,Noida,Uttar Pradesh,"G-502, Parsvnath Prestige, Sector 93A, Noida,, NOIDA, UTTAR PRADESH, 201309","G-502, Parsvnath Prestige, Sector 93A, Noida, NOIDA, UTTAR PRADESH, 201309","Jul 24, 2023 - Perpetual",investment-advisers
14,ABHISHEK GUPTA Proprietor Qligence Capital,INA000022002,,ABHISHEK GUPTA,abhi555shek@gmail.com,000919868206688,000919868206688,,,201318,Noida,Uttar Pradesh,"F 304, Hawelia Valenova Park,Greater Noida West, NOIDA, UTTAR PRADESH, 201318",,"Mar 11, 2026 - Perpetual",investment-advisers
15,ABHISHEK KUMAR,INA100008045,,Abhishek Kumar,abhishekk@sahajmoney.com,918861764646,,,,110059,Delhi,National Capital Territory Of Delhi,"H-301, Umang Winter Hills, Metro Pillar 768,, Dwarka Mor, Sewak Park,, DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110059","H-301, Umang Winter Hills, Metro Pillar 768, Dwarka Mor, Sewak Park, DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110059","Jul 13, 2017 - Perpetual",investment-advisers
16,Abhishek Phore - Proprietor Control Wealth Advisers,INA000019442,,Abhishek Phore,abhishek.phore@controlwealth.co.in,917042121964,,,,110059,Delhi,National Capital Territory Of Delhi,"146-C 1st Floor, Hastsal, Uttam Nagar,, DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110059","146-C 1st Floor, Hastsal, Uttam Nagar, DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110059","Jul 31, 2024 - Perpetual",investment-advisers
17,Abraham Cherian Proprietor 360 wealth advice,INA000019594,,ABRAHAM CHERIAN,abraham.cherian.ria@gmail.com,916282316509,,,,560047,Bangalore,Karnataka,"D705, Kumaradhara Block,, National Games Village Koramangala,, BANGALORE, KARNATAKA, 560047","D705, Kumaradhara Block, National Games Village Koramangala, BANGALORE, KARNATAKA, 560047","Oct 04, 2024 - Perpetual",investment-advisers
18,ABUBAKR SIDDIQUE. A.G.,INA200000910,,ABUBAKR  A G,myplanner@wealthtraits.com,00009003055599,00009003055599,,,600043,Chennai,Tamil Nadu,"No.46, 2nd Cross Street, Sri Moogambigai Nagar, Thanampalayam, PUDUCHERRY, PUDUCHERRY, 605007","No.6, Ponni Amman Koil 2nd Street, C. Pallavaram, CHENNAI, TAMIL NADU, 600043","Jan 27, 2014 - Perpetual",investment-advisers
19,Accelpru Investment Advisors,INA000015774,,Umang Parekh,info@accelpru.com,912235128492,912235128492,,,400021,Mumbai,Maharashtra,"95, Floor- 9, Plot- 223, Maker Chamber III,, Jamnalal Bajaj Marg, Nariman Point,, MUMBAI, MAHARASHTRA, 400021","95, Floor- 9, Plot- 223, Maker Chamber III, Jamnalal Bajaj Marg, Nariman Point, MUMBAI, MAHARASHTRA, 400021","Feb 23, 2021 - Perpetual",investment-advisers
20,ACME INVESTMENT ADVISORS PRIVATE LIMITED,INA000017718,,,,,,,,201301,Noida,Uttar Pradesh,"F 23 1 Lane F 23 Block F Krishna Nagar Gandhi Nagar Delhi, DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110051","622 Tower B 6th Floor World Trade Tower Sector 16 Noida, NOIDA, UTTAR PRADESH, 201301","Mar 16, 2023 - Perpetual",investment-advisers
21,ACUITAS CAPITAL ADVISORS PRIVATE LIMITED,INA000003957,,DINESH VASWANI,dinesh@acuitascapital.in,00009820522664,00009820522664,,,400021,Mumbai,Maharashtra,"101, MAKER CHAMBERS III, PLOT NO. 223, NARIMAN POINT, MUMBAI, MAHARASHTRA, 400021","101, MAKER CHAMBERS III, PLOT NO. 223, NARIMAN POINT, MUMBAI, MAHARASHTRA, 400021","Dec 29, 2015 - Perpetual",investment-advisers
22,ACUITY INSIGHTS PRIVATE LIMITED,INA000022358,,Navneet Daga,navneetd.917@gmail.com,912235570753,912235570753,,,400063,Mumbai,Maharashtra,"Flat - 701, 7th Floor, Shivalaya Heights,, Azad Ngr 2, Veera Desai Road,, MUMBAI, MAHARASHTRA, 400053","1806, Chandak Paloma, Vishweshwar Nagar, Behind Udipi Hotel, MUMBAI, MAHARASHTRA, 400063","Apr 23, 2026 - Perpetual",investment-advisers
23,ADARSH AGRAWAL PROP. REGROW INVESTMENT,INA000005515,,,adi.agrawal9@gmail.com,07313319509,07313319509,,,452001,Indore,Madhya Pradesh,"Office no 103-104 sneha nagar scheme no 31 navrang plaza sapna sangeeta, INDORE, MADHYA PRADESH, 452001","Apollo Square 232, Plot No. 7/2, Race Course Road, INDORE, MADHYA PRADESH, 452001","Aug 31, 2016 - Perpetual",investment-advisers
24,ADARSH NIMBORKAR,INA000019789,,ADARSH NIMBORKAR,ADARSHMNIMBORKAR99@GMAIL.COM,919130997271,,,,440022,Nagpur,Maharashtra,"49, PRASAD NAGAR, JAITALA ROAD, NAGPUR CITY, MAHARASHTRA, NAGPUR, MAHARASHTRA, 440022","49, PRASAD NAGAR, JAITALA ROAD, NAGPUR CITY, MAHARASHTRA, NAGPUR, MAHARASHTRA, 440022","Jan 06, 2025 - Perpetual",investment-advisers
25,Adhish patel,INA000013183,,Adhish Patel,adhishpatel@gmail.com,,,,,380059,Ahmedabad,Gujarat,"3 Royal Kadamb Bungalows, Nr. Silver Square Complex, Thaltej, AHMEDABAD, GUJARAT, 380059","3 Royal Kadamb Bungalows, Nr. Silver Square Complex, Thaltej, AHMEDABAD, GUJARAT, 380059","May 06, 2019 - Perpetual",investment-advisers
26,ADITI AGGARWAL,INA000022923,,ADITI AGGARWAL,aggarwal.aditi.aa@gmail.com,00919141420000,00919141420000,,,142001,Ludhiana,Punjab,"849, Bansal Lane, Friends Colony, , Moga, LUDHIANA, PUNJAB, 142001",,"Jun 29, 2026 - Perpetual",investment-advisers
27,Aditya Govindaraj,INA200011736,,Aditya Govindaraj,aditya.invest@outlook.com,,,,,600028,Chennai,Tamil Nadu,"New 2 Old 75 2nd Street Karpagam Avenue, R A Puram, CHENNAI, TAMIL NADU, 600028","New 2 Old 75 2nd Street Karpagam Avenue, R A Puram, CHENNAI, TAMIL NADU, 600028","Sep 24, 2018 - Perpetual",investment-advisers
28,ADITYA SAKHARAM JADHAV,INA000022729,,ADITYA JADHAV,ADITYAJADHAV@GMAIL.COM,000919967013381,000919967013381,,,400601,Thane,Maharashtra,"43 Golden Bamboo CHS,, Orchids Complex, Majiwade, THANE, MAHARASHTRA, 400601",,"Jun 04, 2026 - Perpetual",investment-advisers
29,ADV PARTNERS INVESTMENT ADVISER INDIA PRIVATE LIMITED,INA000015312,,Ashwini Patil,apatil@advpartners.com,0919987044140,0919987044140,,,400018,Mumbai,Maharashtra,"16th Floor, 1602, Lodha Codename no 1,, One Lodha Place, Senapati Bapat Marg, Lower Parel,, MUMBAI, MAHARASHTRA, 400018","16th Floor, 1602, Lodha Codename no 1, One Lodha Place, Senapati Bapat Marg, Lower Parel, MUMBAI, MAHARASHTRA, 400018","Oct 22, 2020 - Perpetual",investment-advisers
30,Affirma Capital Investment Adviser India Private Limited,INA000013262,,Udai Dhawan,udai.dhawan@gmail.com,,,,,400018,Mumbai,Maharashtra,"9th Floor, Avighna House, 82,, Dr.Annie Besant Road, Worli Naka, Worli,, MUMBAI, MAHARASHTRA, 400018","9th Floor, Avighna House, 82, Dr.Annie Besant Road, Worli Naka, Worli, MUMBAI, MAHARASHTRA, 400018","May 08, 2019 - Perpetual",investment-advisers
31,AGNAM ADVISORS LLP,INA200013886,,PRASHANT MISHRA,prashant@agnam.in,,,,,560076,Bangalore,Karnataka,"B-2082, SOBHA TULIP, 24TH MAIN ROAD, JP NAGAR,, 6TH PHASE, BANGALORE, BANGALORE, KARNATAKA, 560078","Office No 02B118 WEWORK SALARPURIA SYMBIOSIS, AREKERE VILLAGE BEGUR BANNERGHATTA MAIN ROAD, BANGALORE, KARNATAKA, 560076","Aug 26, 2019 - Perpetual",investment-advisers
32,Aishwarya Agarwal,INA000014322,,Aishwarya Agarwal,aishwaryaagrawal06@gmail.com,,,,,400036,Mumbai,Maharashtra,"3403/3404,34TH FLR,SHREEPATI ARCADE, NANA CHOWK, August kranti Marg, MUMBAI, MAHARASHTRA, 400036","3403/3404,34TH FLR,SHREEPATI ARCADE, NANA CHOWK, August kranti Marg, MUMBAI, MAHARASHTRA, 400036","Dec 17, 2019 - Perpetual",investment-advisers
33,Ajay Jajam Proprietor Chanakya Investment,INA000021049,,Ajay Jajam,chanakyainvestment75@gmail.com,00919718774422,00919718774422,,,122101,Gurugram,Haryana,"Office no' R-3/106 First Floor,, M3M, Urbana, Sector 67,, GURUGRAM, HARYANA, 122101","Office no' R-3/106 First Floor, M3M, Urbana, Sector 67, GURUGRAM, HARYANA, 122101","Sep 24, 2025 - Perpetual",investment-advisers
34,Ajay Pradhan,INA000018160,,Ajay Pradhan,ajaypradhan@live.in,91009619990991,91009619990991,,,400705,Navi Mumbai,Maharashtra,"Millennium Towers, Bldg A4,, 1th Floor, Flat no 2, Sector 9, Sanpada East, NAVI MUMBAI, MAHARASHTRA, 400705","Millennium Towers, Bldg A4, 1th Floor, Flat no 2, Sector 9, Sanpada East, NAVI MUMBAI, MAHARASHTRA, 400705","Jul 03, 2023 - Perpetual",investment-advisers
35,Ajeet Kumar Pandey- Proprietor of Investment Climb Advisory,INA000018726,,Ajeet Kumar Pandey,ajeet05052007@gmail.com,00919742543604,00919742543604,,,560078,Bangalore,Karnataka,"Second Floor, No. 43, Wilson Garden Housing Society,, JP Nagar 7th Phase, BANGALORE, KARNATAKA, 560078","Second Floor, No. 43, Wilson Garden Housing Society, JP Nagar 7th Phase, BANGALORE, KARNATAKA, 560078","Dec 20, 2023 - Perpetual",investment-advisers
36,Ajendra,INA000009931,,Ajendra Raikar,ajendraikar@gmail.com,,,,,411030,Pune,Maharashtra,"391-B Narayan Peth, Shop No 2, Vinay Apartment,, PUNE, MAHARASHTRA, 411030","391-B Narayan Peth, Shop No 2, Vinay Apartment, PUNE, MAHARASHTRA, 411030","Feb 26, 2018 - Perpetual",investment-advisers
37,AJIT ROONGTA,INA000002611,,AJIT ROONGTA,ajitroongta@yahoo.com,2222035039,2222035039,,,400002,Mumbai,Maharashtra,"31, GOPAL BHAVAN, 2ND FLOOR,, 199 PRINCESS STREET,, MUMBAI, MAHARASHTRA, 400002","31, Gopal Bhavan, 2nd Floor, 199 Princess Street, MUMBAI, MAHARASHTRA, 400002","Jan 29, 2015 - Perpetual",investment-advisers
38,AJIT SINGH DUA,INA000000631,,AJIT DUA,ajit@wallflower.co.in,00002227707047,00002227707047,,,400706,Navi Mumbai,Maharashtra,"A-706, COTTAGE LAND,, SECTOR 19QA, NERUL,, NAVI MUMBAI, MAHARASHTRA, 400706","A-706, COTTAGE LAND, SECTOR 19QA, NERUL, NAVI MUMBAI, MAHARASHTRA, 400706","Dec 26, 2013 - Perpetual",investment-advisers
39,AKANSHA JAIN PROPRIETOR DYNAMIC MONEY RESEARCH ADVISORY SERVICES,INA000003254,,AKANSHA JAIN,akanshajain.soe@gmail.com,0731000000,0731000000,,,452001,Indore,Madhya Pradesh,"OFFICE NO 405 RAFAEL TOWER, 8/2 OLD PALASIA, INDORE, MADHYA PRADESH, 452001","414, Trade House, 14/3 South Tukoganj, INDORE, MADHYA PRADESH, 452001","Jul 20, 2015 - Perpetual",investment-advisers
40,AKHILESH JAIN PROPRIETOR EH RESEARCH,INA000003767,,AKHILESH JAIN,akhileshjai@gmail.com,07314064462,07314064462,,,452001,Indore,Madhya Pradesh,"ENERGY HOUSE 51, MAHADEV TOTLA NAGAR, NEAR BANK OF BARODA, BENGALI SQUARE, INDORE, MADHYA PRADESH, 452001","Energy House 51, Mahadev Totla Nagar, Near Bank of Baroda, Bengali Square, INDORE, MADHYA PRADESH, 452001","Nov 09, 2015 - Perpetual",investment-advisers
41,AKHILESH V GOKARAJU,INA000020299,,AKHILESH V GOKARAJU,akhileshvarma@yahoo.com,919866677897,,,,500038,Hyderabad,Telangana,"House No.7-1-644/48 Plot No. 48,, Sundarnagar, Erragadda,, HYDERABAD, TELANGANA, 500038","House No.7-1-644/48 Plot No. 48, Sundarnagar, Erragadda, HYDERABAD, TELANGANA, 500038","Jun 04, 2025 - Perpetual",investment-advisers
42,Akshay Sunil Deora Proprietor DEORA INVESTMENT ADVISORY,INA000018993,,Akshay Deora,akshaydeora1@gmail.com,00009423106094,00009423106094,,,411001,Pune,Maharashtra,"Sr No 46, Office No 202, Insignia, Second Floor,, Wadiya, PUNE, MAHARASHTRA, 411001","Sr No 46, Office No 202, Insignia, Second Floor, Wadiya, PUNE, MAHARASHTRA, 411001","Mar 22, 2024 - Perpetual",investment-advisers
43,AKSHAYA WEALTH MANAGEMENT PRIVATE LTD,INA200001249,,MR.G.V.SUDARSHAN,sudarshan@ akshayawealthadvisers.com,8026535701,8026535701,,,560041,Bangalore,Karnataka,"690, 16TH MAIN,, 4TH BLOCK, JAYANAGAR, BANGALORE, KARNATAKA, 560041","690, 16TH MAIN, 4TH BLOCK, JAYANAGAR, BANGALORE, KARNATAKA, 560041","Mar 14, 2014 - Perpetual",investment-advisers
44,ALFACCURATE ADVISORS PVT LTD,INA000015701,,BHUSHAN KOLI,bhushankoli@alfaccurate.com,,,,,400013,Mumbai,Maharashtra,"503 B WING NAMAN MIDTOWN, SENAPATI BAPAT MARG ELPHINSTON ROAD, MUMBAI, MAHARASHTRA, 400013","503 B WING NAMAN MIDTOWN, SENAPATI BAPAT MARG ELPHINSTON ROAD, MUMBAI, MAHARASHTRA, 400013","Jan 12, 2021 - Perpetual",investment-advisers
45,Alfama Research & Advisory,INA000017754,,Jayashree Ramachandran,jayashree@alfama.in,022918310351915,022918310351915,,,560093,Bangalore,Karnataka,"B 702, Salarpuria Silverwoods, 15 Varthur road, CV Raman Nagar, Nagavarapalya,, Bangalore, Karnataka, 560093, BANGALORE, KARNATAKA, 560093","B 702, Salarpuria Silverwoods, 15 Varthur road, CV Raman Nagar, Nagavarapalya, Bangalore, Karnataka, 560093, BANGALORE, KARNATAKA, 560093","Mar 23, 2023 - Perpetual",investment-advisers
46,ALGONAUTS ADVISORY SERVICES PRIVATE LIMITED,INA000017277,,SHARAD SANKARAN,sharad.sankaran@algonauts.in,919820551555,919820551555,,,401107,Thane,Maharashtra,"B1006, UNIQUE AURUM, , POONAM GARDEN, MIRA ROAD EAST, THANE, MAHARASHTRA, 401107","B1006, UNIQUE AURUM, , POONAM GARDEN, MIRA ROAD EAST, THANE, MAHARASHTRA, 401107","Oct 28, 2022 - Perpetual",investment-advisers
47,Allvest Invesment Managers Private Limited,INA000022765,,Bhoumik Mehta,complianceofficer.aimpl@allvest.co,0009820734779,0009820734779,,,400070,Mumbai,Maharashtra,"Unit No. 2, Second Floor, B Wing,, Art Guild House, Phoenix Market City, Kurla West., MUMBAI, MAHARASHTRA, 400070",,"Jun 05, 2026 - Perpetual",investment-advisers
48,Alpha Alternatives Fund Advisors LLP,INA000016171,,Mayank Varshney,compliance@alt-alpha.com,,,,,400013,Mumbai,Maharashtra,"34th Floor, Sunshine Tower, Senapati Bapat Marg, Dadar West, MUMBAI, MAHARASHTRA, 400013","34th Floor, Sunshine Tower, Senapati Bapat Marg, Dadar West, MUMBAI, MAHARASHTRA, 400013","Aug 30, 2021 - Perpetual",investment-advisers
49,Alpha Capital,INA100016390,,Akhil Bhardwaj,contact@alphacapital.in,,,,,122018,Gurgaon,Haryana,"1154 11TH FLOOR TOWER B2 SPAzE IT PARK, SOHNA ROAD Sector  -49, GURGAON, HARYANA, 122018","1154 11TH FLOOR TOWER B2 SPAzE IT PARK, SOHNA ROAD Sector  -49, GURGAON, HARYANA, 122018","Nov 18, 2021 - Perpetual",investment-advisers
50,ALPHA INVESTMENT ADVISER,INA000007580,,YOGESH PATEL,adviseralpha@gmail.com,,,,,483220,Jabalpur,Madhya Pradesh,"Gurunanak ward Katanga Colony Near Praska kids Zone, Panagar Dist Jabalpur, JABALPUR, MADHYA PRADESH, 483220","Gurunanak ward Katanga Colony Near Praska kids Zone, Panagar Dist Jabalpur, JABALPUR, MADHYA PRADESH, 483220","Apr 28, 2017 - Perpetual",investment-advisers
51,Alphafront Finserv Private Limited,INA000006651,,Swapnil Bhaskar,swapnil@alphafront.com,,,,,560066,Bangalore,Karnataka,"10th Floor, G 1003 B G1004, Gamma Block, Sigma Soft Tech Park,, Varthur Hobli, Whitefield, BANGALORE, KARNATAKA, 560066","Niyo, 5th Floor, Delta Block, Sigma Technology Park, Varthur Rd, Phase 2, Whitefield, BANGALORE, KARNATAKA, 560066","Nov 26, 2020 - Perpetual",investment-advisers
52,AlphaGrep Advisors Private Limited,INA000018470,,Punit Sahi,punit.sahi@alphagrepadvisors.com,00917710993310,00917710993310,,,400051,Mumbai,Maharashtra,"Parinee Crescenzo, Unit No. I406, 14th Floor, G Block, Bandra Kurla Complex, Bandra East, Mumbai, MUMBAI, MAHARASHTRA, 400051","Parinee Crescenzo, Unit No. I406, 14th Floor, G Block, Bandra Kurla Complex, Bandra East, Mumbai, MUMBAI, MAHARASHTRA, 400051","Jan 08, 2026 - Perpetual",investment-advisers
53,Alphaniti Fintech Private Limited,INA000009481,,Priya Solanki,priya.solanki@alphaniti.com,00919699947498,00919699947498,,,411045,Pune,Maharashtra,"401 402, Varsha-Airawat, Plot No.12B, S.No. 6/1/7, Baner, Pune, PUNE, MAHARASHTRA, 411045","401 402, Varsha-Airawat, Plot No.12B, S.No. 6/1/7, Baner, Pune, PUNE, MAHARASHTRA, 411045","Apr 21, 2025 - Perpetual",investment-advisers
54,Alphaware Advisory Services Private Limited,INA000015747,,Sagar Lele,admin@rupeeting.com,912226730892,912226730892,,,400053,Mumbai,Maharashtra,"1 Janki Centre, Off Veera Desai Road, MUMBAI, MAHARASHTRA, 400053","1 Janki Centre, Off Veera Desai Road, MUMBAI, MAHARASHTRA, 400053","Feb 08, 2021 - Perpetual",investment-advisers
55,Altinvest Capital Advisors Private Limited,INA200014706,,Kunal Moktan,kunal.moktan@propsharecapital.com,9108042283385,9108042283385,,,560001,Bangalore,Karnataka,"10th Floor,SKAV Seethalakshmi, 21/22, Kasturba Road, Banglore, BANGALORE, KARNATAKA, 560001","10th Floor, SKAV, Seethalakshmi, Kasturba Road 21/22, BANGALORE, KARNATAKA, 560001","May 29, 2020 - Perpetual",investment-advisers
56,Aman Rakesh Shah,INA000020730,,Aman Shah,ca.aman.shah@gmail.com,00919867066755,00919867066755,,,400078,Thane,Maharashtra,"C 1502, Ashford Royale, S Samuel Marg, Nahur West, THANE, MAHARASHTRA, 400078","C 1502, Ashford Royale, S Samuel Marg, Nahur West, THANE, MAHARASHTRA, 400078","Jul 31, 2025 - Perpetual",investment-advisers
57,Amandeep Singh,INA000021225,,Amandeep Singh,amandeep87singh@gmail.com,00918130085570,00918130085570,,,121002,Faridabad,Haryana,"108, Tower 8, RPS SAVANA, SEC 88,Faridabad, FARIDABAD, HARYANA, 121002","108, Tower 8, RPS SAVANA, SEC 88,Faridabad, FARIDABAD, HARYANA, 121002","Oct 31, 2025 - Perpetual",investment-advisers
58,AMIT GORISHANKAR  DHANUKA,INA000021298,,AMIT DHANUKA,ca.dhanukaamit@gmail.com,00919924675580,00919924675580,,,380015,Ahmedabad,Gujarat,"G 601 CASA VYOMA , BEHIND  AHMEDABAD ONE MALL VASTRAPUR, AHMEDABAD, GUJARAT, 380015","G 601 CASA VYOMA , BEHIND  AHMEDABAD ONE MALL VASTRAPUR, AHMEDABAD, GUJARAT, 380015","Nov 04, 2025 - Perpetual",investment-advisers
59,AMIT KUKREJA,INA100000051,,AMIT  KUKREJA,akukreja@gmail.com,91009810353040,91009810353040,,,122018,Gurgaon,Haryana,"DW-260, Nirvana Country, Sector-50, GURGAON, HARYANA, 122018","405, Tower-C, Nirvana Courtyard, Sector-50, GURGAON, HARYANA, 122018","Aug 02, 2013 - Perpetual",investment-advisers
60,Amit Malviya Proprietor of Moneyplant Investment Advisory,INA000007924,,AMIT MALVIYA. Proprieter MONEYPLANT INVESTMENT ADVISORY,amitmalviya1987@gmail.com,919039574540,,,,452010,Indore,Madhya Pradesh,"326-A ,3RD FLOOR,, PU-4 COMMERCIAL, SCHEME NO 54, VIJAYNAGAR,, INDORE, MADHYA PRADESH, 452010","326-A ,3RD FLOOR, PU-4 COMMERCIAL, SCHEME NO 54, VIJAYNAGAR, INDORE, MADHYA PRADESH, 452010","Jun 28, 2017 - Perpetual",investment-advisers
61,Amit Vinayak Ghag,INA000019646,,Amit Ghag,amitghag@gmail.com,919819513617,,,,411017,Pune,Maharashtra,"C802, Park Royale Housing Society, Near, Kokane Chowk, Rahatani, Pune, PUNE, MAHARASHTRA, 411017","C802, Park Royale Housing Society, Near, Kokane Chowk, Rahatani, Pune, PUNE, MAHARASHTRA, 411017","Oct 21, 2024 - Perpetual",investment-advisers
62,AMPLE INVESTMENT ADVISER,INA000010779,,AKHAND TRIPATHI,info@ampleia.com,917999149031,,,,462026,Bhopal,Madhya Pradesh,"H. No.310-B, Chinar, Incube Business Centre, Near Vrindavan Dhaba, Bhopal, BHOPAL, MADHYA PRADESH, 462026","H. No.310-B, Chinar, Incube Business Centre, Near Vrindavan Dhaba, Bhopal, BHOPAL, MADHYA PRADESH, 462026","Jun 06, 2018 - Perpetual",investment-advisers
63,Anand Biswas,INA000022659,,Anand Biswas,biswas.anand@gmail.com,00918017817123,00918017817123,,,403501,Panaji,Goa,"A501, Aster, Socorro Gardens, Socorro, Porvorim, North Goa, PANAJI, GOA, 403501",,"Jun 01, 2026 - Perpetual",investment-advisers
64,ANAND D NANAVATI (PROPRIETOR OF ARYA ADVISORY SERVICE),INA000005846,,,,,,,,,,,,,"Mar 07, 2017 - Perpetual",investment-advisers
